,,,,,,,,,,,,,
Mätning 1,,,Mätning 2,,,Mätning 3,,,Mätning 4 ,,,Mätning 5,
"0,447",-2.02348942398,,,,,,,,,,,,
"0,449",-1.95650958025,,,,,,,,,,,,
"0,450",-1.89565360796,,,,,,,,,,,,
10.5,-1.78618940622,,,,,,,,,,,,
"0,453",-1.67672520447,,,,,,,,,,,,
"0,454",-1.5974976179,,,,,,,,,,,,
"0,456",-1.48190954473,,,,,,,,,,,,
"0,457",-1.43904244475,,,,,,,,,,,,
10.6,-1.40880582958,,,,,,,,,,,,
"0,460",-1.40268195816,,,,,,,,,,,,
"0,461",-1.40268195816,,,,,,,,,,,,
"0,463",-1.42105357243,,,,,,,,,,,,
"0,464",-1.46353793045,,,,,,,,,,,,
10.7,-1.48190954473,,,,,,,,,,,,
"0,467",-1.46353793045,,,,,,,,,,,,
"0,468",-1.43291857332,,,,,,,,,,,,
"0,469",-1.42105357243,,,,,,,,,,,,
"0,471",-1.42717744386,,,,,,,,,,,,
10.8,-1.40880582958,,,,,,,,,,,,
"0,474",-1.3904342153,,,,,,,,,,,,
"0,475",-1.37818647245,,,,,,,,,,,,
"0,476",-1.3904342153,,,,,,,,,,,,
"0,478",-1.42105357243,,,,,,,,,,,,
10.9,-1.43291857332,,,,,,,,,,,,
"0,481",-1.44516631617,,,,,,,,,,,,
"0,482",-1.50602228847,,,,,,,,,,,,
"0,483",-1.57912600362,,,,,,,,,,,,
"0,485",-1.65222971877,,,,,,,,,,,,
"11,000",-1.71308569107,,,,,,,,,,,,
"0,460",-1.78006553479,,,,,,,,,,,,
"0,461",-1.85316924994,,,,,,,,,,,,
"0,463",-1.90177747938,,,,,,,,,,,,
"0,464",-1.93813796598,,,,,,,,,,,,
11.1,-1.96875732311,,,,,,,,,,,,
"0,467",-1.98712893738,,,,,,,,,,,,
"0,468",-1.98100506596,,,,,,,,,,,,
"0,469",-1.93813796598,,,,,,,,,,,,
"0,471",-1.86541699279,,,,,,,,,,,,
11.2,-1.80417827853,,,,,,,,,,,,
"0,474",-1.74944617766,,,,,,,,,,,,
"0,475",-1.72533343392,,,,,,,,,,,,
"0,476",-1.70083794821,,,,,,,,,,,,
"0,478",-1.64610584734,,,,,,,,,,,,
11.3,-1.60974536075,,,,,,,,,,,,
"0,481",-1.58524987505,,,,,,,,,,,,
"0,482",-1.59137374647,,,,,,,,,,,,
"0,483",-1.62773423306,,,,,,,,,,,,
"0,485",-1.68859020536,,,,,,,,,,,,
11.4,-1.76781779194,,,,,,,,,,,,
"0,488",-1.74332230623,,,,,,,,,,,,
"0,489",-1.69471407679,,,,,,,,,,,,
"0,490",-1.63385810449,,,,,,,,,,,,
"0,492",-1.53051777418,,,,,,,,,,,,
11.5,-1.44516631617,,,,,,,,,,,,
"0,494",-1.41492970101,,,,,,,,,,,,
"0,496",-1.40268195816,,,,,,,,,,,,
"0,497",-1.3904342153,,,,,,,,,,,,
"0,499",-1.36632147156,,,,,,,,,,,,
11.6,-1.34794985729,,,,,,,,,,,,
"0,501",-1.36632147156,,,,,,,,,,,,
"0,503",-1.3904342153,,,,,,,,,,,,
"0,504",-1.41492970101,,,,,,,,,,,,
"0,506",-1.41492970101,,,,,,,,,,,,
11.7,-1.41492970101,,,,,,,,,,,,
"0,508",-1.42717744386,,,,,,,,,,,,
"0,510",-1.43291857332,,,,,,,,,,,,
"0,511",-1.4512901876,,,,,,,,,,,,
"0,513",-1.48190954473,,,,,,,,,,,,
11.8,-1.53051777418,,,,,,,,,,,,
"0,515",-1.59137374647,,,,,,,,,,,,
"0,517",-1.66447746162,,,,,,,,,,,,
"0,518",-1.73758117677,,,,,,,,,,,,
"0,519",-1.89565360796,,,,,,,,,,,,
11.9,-3.37456855736,,,,,,,,,,,,
"0,522",-3.7155916474,,,,,,,,,,,,
"0,524",-4.09909909546,,,,,,,,,,,,
"0,525",-4.5553275167,,,,,,,,,,,,
"0,526",-5.18838272538,,,,,,,,,,,,
"12,000",-5.8091901912,,,,,,,,,,,,
"0,501",-6.21106925354,,,,,,,,,,,,
"0,503",-6.67954541763,,,,,,,,,,,,
"0,504",-6.60644170248,,,,,,,,,,,,
"0,506",-5.88229390635,,,,,,,,,,,,
12.1,-5.07891852364,,,,,,,,,,,,
"0,508",-4.32415137037,,,,,,,,,,,,
"0,510",-4.1477073249,,,,,,,,,,,,
"0,511",-3.21649612617,,,,,,,,,,,,
"0,513",-2.36451251402,,,,,,,,,,,,
12.2,"−164358,901",,,,,,,,,,,,
"0,515",-2.19380959801,,,,,,,,,,,,
"0,517",-1.87728199368,,,,,,,,,,,,
"0,518",-1.70083794821,,,,,,,,,,,,
"0,519",-1.60974536075,,,,,,,,,,,,
12.3,-1.39655808673,,,,,,,,,,,,
"0,522",-1.73758117677,,,,,,,,,,,,
"0,524",-1.36019760014,,,,,,,,,,,,
"0,525",-1.09840209667,,,,,,,,,,,,
"0,526",-1.03754612437,,,,,,,,,,,,
12.4,-0.891338694077,,,,,,,,,,,,
"0,529",-0.696523034334,,,,,,,,,,,,
"0,531",-0.708770777186,,,,,,,,,,,,
"0,532",-0.672410290594,,,,,,,,,,,,
"0,533",-0.605430446871,,,,,,,,,,,,
12.5,-0.57481108974,,,,,,,,,,,,
"0,536","−382429,407",,,,,,,,,,,,
"0,538",-0.532326731722,,,,,,,,,,,,
"0,539",-0.495583503165,,,,,,,,,,,,
"0,540",-0.489842373703,,,,,,,,,,,,
12.6,-0.501707374591,,,,,,,,,,,,
"0,543",-0.513955117443,,,,,,,,,,,,
"0,544",-0.501707374591,,,,,,,,,,,,
"0,546",-0.520078988869,,,,,,,,,,,,
"0,547",-0.495583503165,,,,,,,,,,,,
12.7,-0.428986401406,,,,,,,,,,,,
"0,550",-0.404490915702,,,,,,,,,,,,
"0,551",-0.39224317285,,,,,,,,,,,,
"0,553",-0.379995429998,,,,,,,,,,,,
"0,554",-0.379995429998,,,,,,,,,,,,
12.8,-0.42286252998,,,,,,,,,,,,
"0,557",-0.434727530868,,,,,,,,,,,,
"0,558",-0.428986401406,,,,,,,,,,,,
"0,560",-0.410614787128,,,,,,,,,,,,
"0,561",-0.44697527372,,,,,,,,,,,,
12.9,-0.471470759425,,,,,,,,,,,,
"0,564",-0.501707374591,,,,,,,,,,,,
"0,565",-0.501707374591,,,,,,,,,,,,
"0,567",-0.538450603148,,,,,,,,,,,,
"0,568",-0.538450603148,,,,,,,,,,,,
"13,000",-0.544574474574,,,,,,,,,,,,
"0,543",-0.538450603148,,,,,,,,,,,,
"0,544",-0.532326731722,,,,,,,,,,,,
"0,546",-0.483718502277,,,,,,,,,,,,
"0,547",-0.471470759425,,,,,,,,,,,,
13.1,-0.453099145147,,,,,,,,,,,,
"0,550",-0.434727530868,,,,,,,,,,,,
"0,551",-0.416738658554,,,,,,,,,,,,
"0,553",-0.42286252998,,,,,,,,,,,,
"0,554",-0.42286252998,,,,,,,,,,,,
13.2,-0.410614787128,,,,,,,,,,,,
"0,557",-0.428986401406,,,,,,,,,,,,
"0,558",-0.416738658554,,,,,,,,,,,,
"0,560",-0.42286252998,,,,,,,,,,,,
"0,561",-0.428986401406,,,,,,,,,,,,
13.3,-0.42286252998,,,,,,,,,,,,
"0,564",-0.42286252998,,,,,,,,,,,,
"0,565",-0.440851402294,,,,,,,,,,,,
"0,567",-0.434727530868,,,,,,,,,,,,
"0,568",-0.428986401406,,,,,,,,,,,,
13.4,-0.416738658554,,,,,,,,,,,,
"0,571",-0.489842373703,,,,,,,,,,,,
"0,572",-0.501707374591,,,,,,,,,,,,
"0,574",-0.489842373703,,,,,,,,,,,,
"0,575",-0.465346887999,,,,,,,,,,,,
13.5,-0.465346887999,,,,,,,,,,,,
"0,578",-0.440851402294,,,,,,,,,,,,
"0,579",-0.440851402294,,,,,,,,,,,,
"0,581",-0.459223016573,,,,,,,,,,,,
"0,582",-0.483718502277,,,,,,,,,,,,
13.6,-0.477594630851,,,,,,,,,,,,
"0,585",-0.44697527372,,,,,,,,,,,,
"0,586",-0.440851402294,,,,,,,,,,,,
"0,588",-0.477594630851,,,,,,,,,,,,
"0,589",-0.471470759425,,,,,,,,,,,,
13.7,-0.453099145147,,,,,,,,,,,,
"0,592",-0.434727530868,,,,,,,,,,,,
"0,593",-0.440851402294,,,,,,,,,,,,
"0,594",-0.440851402294,,,,,,,,,,,,
"0,596",-0.428986401406,,,,,,,,,,,,
13.8,-0.416738658554,,,,,,,,,,,,
"0,599",-0.410614787128,,,,,,,,,,,,
"0,600",-0.39224317285,,,,,,,,,,,,
"0,601",-0.410614787128,,,,,,,,,,,,
"0,603",-0.434727530868,,,,,,,,,,,,
13.9,-0.434727530868,,,,,,,,,,,,
"0,606",-0.428986401406,,,,,,,,,,,,
"0,607",-0.428986401406,,,,,,,,,,,,
"0,608",-0.42286252998,,,,,,,,,,,,
"0,610",-0.404490915702,,,,,,,,,,,,
"14,000",-0.386119301424,,,,,,,,,,,,
"0,585",-0.373871558571,,,,,,,,,,,,
"0,586",-0.386119301424,,,,,,,,,,,,
"0,588",-0.379995429998,,,,,,,,,,,,
"0,589",-0.379995429998,,,,,,,,,,,,
14.1,-0.368130429109,,,,,,,,,,,,
"0,592",-0.355882686257,,,,,,,,,,,,
"0,593",-0.349758814831,,,,,,,,,,,,
"0,594",-0.355882686257,,,,,,,,,,,,
"0,596",-0.373871558571,,,,,,,,,,,,
14.2,-0.398367044276,,,,,,,,,,,,
"0,599",-0.39224317285,,,,,,,,,,,,
"0,600",-0.386119301424,,,,,,,,,,,,
"0,601",-0.373871558571,,,,,,,,,,,,
"0,603",-0.373871558571,,,,,,,,,,,,
14.3,-0.386119301424,,,,,,,,,,,,
"0,606",-0.379995429998,,,,,,,,,,,,
"0,607",-0.373871558571,,,,,,,,,,,,
"0,608",-0.373871558571,,,,,,,,,,,,
"0,610",-0.373871558571,,,,,,,,,,,,
14.4,-0.373871558571,,,,,,,,,,,,
"0,613",-0.373871558571,,,,,,,,,,,,
"0,614",-0.373871558571,,,,,,,,,,,,
"0,615",-0.373871558571,,,,,,,,,,,,
"0,617",-0.373871558571,,,,,,,,,,,,
14.5,-0.379995429998,,,,,,,,,,,,
"0,619",-0.373871558571,,,,,,,,,,,,
"0,621",-0.368130429109,,,,,,,,,,,,
"0,622",-0.368130429109,,,,,,,,,,,,
"0,624",-0.373871558571,,,,,,,,,,,,
14.6,-0.373871558571,,,,,,,,,,,,
"0,626",-0.368130429109,,,,,,,,,,,,
"0,628",-0.362006557683,,,,,,,,,,,,
"0,629",-0.368130429109,,,,,,,,,,,,
"0,631",-0.362006557683,,,,,,,,,,,,
14.7,-0.368130429109,,,,,,,,,,,,
"0,633",-0.362006557683,,,,,,,,,,,,
"0,635",-0.362006557683,,,,,,,,,,,,
"0,636",-0.368130429109,,,,,,,,,,,,
"0,638",-0.362006557683,,,,,,,,,,,,
14.8,-0.373871558571,,,,,,,,,,,,
"0,640",-0.398367044276,,,,,,,,,,,,
"0,642",-0.39224317285,,,,,,,,,,,,
"0,643",-0.319139457701,,,,,,,,,,,,
"0,644",-0.203551384533,,,,,,,,,,,,
14.9,-0.191303641681,,,,,,,,,,,,
"0,647",-0.307274456813,,,,,,,,,,,,
"0,649",-0.398367044276,,,,,,,,,,,,
"0,650",-0.428986401406,,,,,,,,,,,,
"0,651",-0.471470759425,,,,,,,,,,,,
"15,000",-0.477594630851,,,,,,,,,,,,
"0,626",-0.483718502277,,,,,,,,,,,,
"0,628",-0.501707374591,,,,,,,,,,,,
"0,629",-0.465346887999,,,,,,,,,,,,
"0,631",-0.404490915702,,,,,,,,,,,,
15.1,-0.42286252998,,,,,,,,,,,,
"0,633",-0.507831246017,,,,,,,,,,,,
"0,635",-0.501707374591,,,,,,,,,,,,
"0,636",-0.118582668496,,,,,,,,,,,,
"0,638",0.088480734099,,,,,,,,,,,,
15.2,0.161584449248,,,,,,,,,,,,
"0,640",0.186079934952,,,,,,,,,,,,
"0,642",0.19794493584,,,,,,,,,,,,
"0,643",0.19794493584,,,,,,,,,,,,
"0,644",0.19794493584,,,,,,,,,,,,
15.3,0.19794493584,,,,,,,,,,,,
"0,647",0.19794493584,,,,,,,,,,,,
"0,649",0.19794493584,,,,,,,,,,,,
"0,650",0.19794493584,,,,,,,,,,,,
"0,651",0.19794493584,,,,,,,,,,,,
15.4,0.19794493584,,,,,,,,,,,,
"0,654",0.19794493584,,,,,,,,,,,,
"0,656",0.19794493584,,,,,,,,,,,,
"0,657",0.19794493584,,,,,,,,,,,,
"0,658",0.19794493584,,,,,,,,,,,,
15.5,0.19794493584,,,,,,,,,,,,
"0,661",0.19794493584,,,,,,,,,,,,
"0,663",0.19794493584,,,,,,,,,,,,
"0,664",0.19794493584,,,,,,,,,,,,
"0,665",0.19794493584,,,,,,,,,,,,
15.6,0.19794493584,,,,,,,,,,,,
"0,668",0.19794493584,,,,,,,,,,,,
"0,669",0.19794493584,,,,,,,,,,,,
"0,671",0.19794493584,,,,,,,,,,,,
"0,672",0.19794493584,,,,,,,,,,,,
15.7,0.19794493584,,,,,,,,,,,,
"0,675",0.19794493584,,,,,,,,,,,,
"0,676",0.19794493584,,,,,,,,,,,,
"0,678",0.204068807267,,,,,,,,,,,,
"0,679",0.204068807267,,,,,,,,,,,,
15.8,0.19794493584,,,,,,,,,,,,
"0,682",0.19794493584,,,,,,,,,,,,
"0,683",0.19794493584,,,,,,,,,,,,
"0,685",0.204068807267,,,,,,,,,,,,
"0,686",0.19794493584,,,,,,,,,,,,
15.9,0.19794493584,,,,,,,,,,,,
"0,689",0.19794493584,,,,,,,,,,,,
"0,690",0.19794493584,,,,,,,,,,,,
"0,692",0.204068807267,,,,,,,,,,,,
"0,693",0.19794493584,,,,,,,,,,,,
"16,000",0.19794493584,,,,,,,,,,,,
"0,668",0.19794493584,,,,,,,,,,,,
"0,669",0.19794493584,,,,,,,,,,,,
"0,671",0.19794493584,,,,,,,,,,,,
"0,672",0.19794493584,,,,,,,,,,,,
16.1,0.19794493584,,,,,,,,,,,,
"0,675",0.19794493584,,,,,,,,,,,,
"0,676",0.19794493584,,,,,,,,,,,,
"0,678",0.19794493584,,,,,,,,,,,,
"0,679",0.19794493584,,,,,,,,,,,,
16.2,0.19794493584,,,,,,,,,,,,
"0,682",0.19794493584,,,,,,,,,,,,
"0,683",0.19794493584,,,,,,,,,,,,
